Usage ID,Subscription ID,Account ID,Usage Date,Usage Month,Feature Name,Usage Count,Usage Duration Secs,Error Count,Is Beta Feature
U-fd4010,S-c985c4,A-7f8241,2024-05-13,2024-05-01,feature_2,6,2148,0,False
U-fe8491,S-627697,A-977ca0,2023-11-09,2023-11-01,feature_37,12,1056,0,False
U-f1beb9,S-25a969,A-c9bb3e,2024-06-03,2024-06-01,feature_40,6,1836,2,False
U-fe144f,S-e78857,A-432483,2024-03-26,2024-03-01,feature_15,11,6259,1,False
U-e73a18,S-7b7e04,A-7f8241,2024-04-20,2024-04-01,feature_21,3,657,0,False
U-a11d6b,S-712e04,A-cc98bc,2024-11-18,2024-11-01,feature_33,5,675,0,False
U-d98a57,S-09223a,A-e40f45,2024-06-29,2024-06-01,feature_15,5,680,1,False
U-420daa,S-d3efa2,A-a1bbb6,2024-02-06,2024-02-01,feature_19,7,1029,0,False
U-afb4a7,S-2661dc,A-c37cab,2024-12-27,2024-12-01,feature_22,14,5348,5,False
U-fd4373,S-a0c517,A-7f6b86,2024-03-20,2024-03-01,feature_9,7,3388,0,False
U-c45c9e,S-35c7c8,A-f51f16,2024-06-29,2024-06-01,feature_13,10,4780,0,False
U-2a6257,S-2ddf94,A-19b2c8,2024-02-23,2024-02-01,feature_30,8,2104,1,False
U-19508b,S-80ed6b,A-b7b7b7,2024-07-31,2024-07-01,feature_27,7,3290,0,False
U-a7e6a8,S-7ded4d,A-0f3e88,2024-10-22,2024-10-01,feature_7,10,4950,0,False
U-b56e22,S-e958ba,A-417d2f,2024-12-06,2024-12-01,feature_24,10,2880,2,False
U-45a705,S-343bab,A-f1f639,2024-12-17,2024-12-01,feature_36,6,1068,0,False
U-90a920,S-9fc9f5,A-970c97,2024-11-21,2024-11-01,feature_21,9,2160,4,False
U-e8bb18,S-140d3a,A-ff3c73,2024-07-02,2024-07-01,feature_32,12,6168,0,False
U-f11601,S-768196,A-1f7acb,2024-08-29,2024-08-01,feature_2,13,1508,0,False
U-dcd122,S-18356d,A-779e4e,2024-12-20,2024-12-01,feature_2,8,3160,3,False
U-5543fa,S-a0a358,A-af0cd2,2024-02-07,2024-02-01,feature_21,5,1460,0,False
U-7b505b,S-6055d4,A-ce550d,2024-12-11,2024-12-01,feature_24,9,1548,1,False
U-0f5a20,S-4f2ca8,A-544d0a,2024-12-17,2024-12-01,feature_27,9,981,0,False
U-7f2c55,S-49a9aa,A-10b8f2,2024-02-09,2024-02-01,feature_18,13,403,1,True
U-22448b,S-5f75b5,A-1b707d,2024-09-15,2024-09-01,feature_7,10,280,1,False
U-505044,S-61d573,A-0dbdc6,2024-12-30,2024-12-01,feature_6,10,1300,0,False
U-85362e,S-931899,A-af0cd2,2024-05-16,2024-05-01,feature_13,13,7020,0,False
U-cf927a,S-041553,A-c608c8,2024-07-11,2024-07-01,feature_31,15,5415,0,False
U-be1972,S-234115,A-bd4513,2024-12-29,2024-12-01,feature_39,8,2760,0,False
U-e13622,S-611bf8,A-df10db,2024-10-09,2024-10-01,feature_22,9,1143,1,False
U-1e5682,S-592c0d,A-a7bd4b,2024-12-28,2024-12-01,feature_17,10,1200,0,False
U-1a0e2b,S-73cd99,A-726cfa,2024-11-30,2024-11-01,feature_2,10,3640,0,False
U-ca824e,S-e73cdf,A-b7ef83,2024-12-09,2024-12-01,feature_25,9,3960,0,False
U-c7decb,S-b41494,A-b7724f,2024-10-27,2024-10-01,feature_34,10,2100,0,False
U-c8a3ec,S-7c1eb7,A-02cd81,2024-10-02,2024-10-01,feature_22,12,3492,0,False
U-e27d52,S-b204c4,A-68f37c,2024-05-22,2024-05-01,feature_20,8,528,0,False
U-379f89,S-d48577,A-7cfe77,2024-10-15,2024-10-01,feature_19,10,430,0,False
U-ac9c83,S-3ca6d2,A-0e966d,2024-11-11,2024-11-01,feature_2,10,4980,0,False
U-ab3633,S-fcc241,A-443b7c,2024-12-17,2024-12-01,feature_38,2,522,0,False
U-b476e6,S-4b005c,A-50f3f7,2024-11-23,2024-11-01,feature_28,6,3588,0,False
U-e3e81c,S-1b6221,A-f6b2fb,2024-08-10,2024-08-01,feature_38,11,4114,0,False
U-1ab7eb,S-83c56d,A-716841,2024-12-20,2024-12-01,feature_12,5,1920,0,False
U-599abd,S-b95c5c,A-20736a,2024-12-27,2024-12-01,feature_19,4,2036,0,True
U-33c233,S-c317f9,A-86902e,2023-12-07,2023-12-01,feature_20,9,4401,0,False
U-3cf28d,S-f7a5b9,A-ffdfd5,2024-06-27,2024-06-01,feature_21,16,2688,0,False
U-75d431,S-dad08c,A-977ca0,2024-07-21,2024-07-01,feature_33,10,1350,0,False
U-d5820f,S-bdf4de,A-6e7827,2024-11-17,2024-11-01,feature_18,10,1200,2,True
U-13dd87,S-db7a77,A-7df7a7,2024-07-06,2024-07-01,feature_19,7,1414,1,False
U-d1a648,S-2f07f6,A-9208f0,2024-12-11,2024-12-01,feature_22,13,1196,0,False
U-909aed,S-5d343c,A-9208f0,2023-11-17,2023-11-01,feature_16,7,273,0,False
U-be635c,S-20152a,A-fabe19,2024-12-25,2024-12-01,feature_26,9,5004,0,False
U-24da68,S-a09141,A-e3bd71,2023-07-23,2023-07-01,feature_40,12,1728,0,False
U-49e01d,S-97a010,A-dcc3f1,2024-07-02,2024-07-01,feature_7,7,805,2,False
U-1e2095,S-b555de,A-af0cd2,2024-11-06,2024-11-01,feature_36,9,477,3,False
U-47baaa,S-fa9b43,A-10b8f2,2024-07-05,2024-07-01,feature_35,9,504,0,False
U-acb8f5,S-71cefe,A-cb5333,2024-09-25,2024-09-01,feature_11,13,2418,0,False
U-caf63e,S-ce5e0e,A-158f4e,2024-04-03,2024-04-01,feature_6,9,4086,0,False
U-aab172,S-0bdbb3,A-00cac8,2024-09-06,2024-09-01,feature_6,14,7448,0,False
U-44b239,S-eb8b81,A-1f7acb,2024-08-22,2024-08-01,feature_20,12,6108,5,False
U-2e578e,S-feaca1,A-2ebb4b,2024-01-05,2024-01-01,feature_25,9,3771,0,False
U-3f196e,S-907e70,A-993085,2024-06-13,2024-06-01,feature_34,12,816,0,False
U-7ae58d,S-fbee8e,A-8ed5dd,2024-08-30,2024-08-01,feature_29,17,2652,3,False
U-e7c546,S-dbc4d5,A-751c58,2024-11-10,2024-11-01,feature_35,5,2665,0,False
U-30281e,S-07f282,A-88c6ca,2024-12-01,2024-12-01,feature_28,10,120,0,False
U-415423,S-b2d7c6,A-c9bb3e,2024-09-01,2024-09-01,feature_10,11,5742,0,False
U-73d6cc,S-4781b1,A-558c72,2023-12-23,2023-12-01,feature_4,11,3377,0,True
U-16d9ae,S-71c55a,A-296d7c,2024-06-08,2024-06-01,feature_38,20,4020,0,True
U-2b7818,S-8d2824,A-417d2f,2024-07-13,2024-07-01,feature_36,11,3685,0,False
U-0a443f,S-cb100e,A-ff79f2,2024-10-31,2024-10-01,feature_21,13,3120,0,False
U-afed97,S-148506,A-3a5ad8,2024-02-25,2024-02-01,feature_8,8,664,1,False
U-48f373,S-3fbf9e,A-00bed1,2024-09-09,2024-09-01,feature_14,12,4668,0,False
U-eb0dd5,S-d238c2,A-71615e,2024-08-31,2024-08-01,feature_17,9,5400,4,False
U-152652,S-847173,A-c1dfe1,2024-06-14,2024-06-01,feature_31,7,231,0,True
U-8f0b93,S-38bf32,A-ed510f,2024-12-17,2024-12-01,feature_30,7,819,0,False
U-ff22f2,S-505f35,A-5a184f,2024-10-04,2024-10-01,feature_13,8,3480,1,False
U-05fe03,S-461334,A-a0ca4e,2024-05-24,2024-05-01,feature_25,13,2444,0,False
U-b717aa,S-e746d2,A-977ca0,2023-11-02,2023-11-01,feature_11,11,583,0,False
U-4589e8,S-edc542,A-1f0636,2024-11-29,2024-11-01,feature_20,7,588,0,False
U-a6f508,S-115823,A-9f0b68,2024-10-21,2024-10-01,feature_19,14,3948,0,False
U-2819f1,S-0d8293,A-425e76,2024-09-25,2024-09-01,feature_27,12,6456,0,False
U-6ccc53,S-49b0da,A-fe79a5,2024-11-30,2024-11-01,feature_33,7,3402,1,False
U-67013d,S-c7c366,A-9208f0,2024-05-14,2024-05-01,feature_8,18,9558,0,False
U-7df836,S-5a3412,A-ccabf0,2024-07-09,2024-07-01,feature_15,11,1210,3,False
U-836218,S-0e0578,A-de58ca,2024-06-01,2024-06-01,feature_31,10,5240,0,False
U-cf6f99,S-a9ec8b,A-e3bd71,2024-05-18,2024-05-01,feature_15,12,3492,0,False
U-80e661,S-69a807,A-40de06,2023-12-30,2023-12-01,feature_40,12,6792,1,True
U-c24893,S-392e05,A-65a46c,2024-06-30,2024-06-01,feature_38,16,2992,1,False
U-73cc7d,S-96fb48,A-1f7acb,2024-12-13,2024-12-01,feature_18,11,1529,0,True
U-7bff00,S-fffeb8,A-69fad4,2024-12-15,2024-12-01,feature_3,6,1938,0,False
U-c8f0ea,S-d8f67e,A-f97b9a,2024-07-28,2024-07-01,feature_35,9,531,0,False
U-d45af4,S-b204c4,A-68f37c,2024-08-01,2024-08-01,feature_20,10,2820,0,False
U-1c257e,S-0639f1,A-3be56b,2024-12-29,2024-12-01,feature_8,11,4235,0,False
U-9249b6,S-461334,A-a0ca4e,2024-06-18,2024-06-01,feature_11,12,4560,1,False
U-81e7ac,S-ae6295,A-50f3f7,2024-09-06,2024-09-01,feature_29,7,714,0,False
U-ac0355,S-0c47cb,A-b9eed8,2024-09-07,2024-09-01,feature_39,15,1275,0,False
U-5ab8de,S-9740c1,A-9f0b68,2024-10-26,2024-10-01,feature_15,10,360,0,False
U-31997d,S-23281c,A-69fad4,2024-10-06,2024-10-01,feature_38,15,1800,1,False
U-75f64a,S-6630bc,A-600734,2024-11-09,2024-11-01,feature_18,11,814,0,False
U-620adb,S-e66964,A-e6afc1,2023-11-18,2023-11-01,feature_27,9,1152,1,False
U-ffbeba,S-89c6dc,A-55f257,2024-07-20,2024-07-01,feature_5,8,3680,0,False
U-32402e,S-c855b0,A-ac14bb,2024-07-20,2024-07-01,feature_13,11,1947,0,False
U-90b99f,S-ac2157,A-5a184f,2024-06-18,2024-06-01,feature_39,13,7007,1,False
U-662173,S-883efd,A-089363,2024-06-25,2024-06-01,feature_1,11,561,0,False
U-ec4aa7,S-5bc277,A-05d3b3,2024-08-11,2024-08-01,feature_17,8,2544,0,False
U-6f7e81,S-3da8ee,A-271f46,2024-12-20,2024-12-01,feature_11,16,3328,3,False
U-ac4310,S-34f8ad,A-484819,2024-11-12,2024-11-01,feature_11,10,5350,0,False
U-29ef4f,S-5698bd,A-52dd88,2023-03-28,2023-03-01,feature_33,9,3870,1,False
U-6e2707,S-15a058,A-9208f0,2024-01-20,2024-01-01,feature_11,13,5330,0,False
U-847979,S-b04b73,A-e1b9cd,2024-06-10,2024-06-01,feature_3,9,4257,0,False
U-d1d51b,S-8fd62c,A-8145a0,2024-09-26,2024-09-01,feature_13,8,112,3,False
U-acec14,S-f80ef5,A-e51ec7,2024-12-05,2024-12-01,feature_15,14,7420,0,False
U-ba448e,S-61efc1,A-05d3b3,2024-09-23,2024-09-01,feature_24,9,3429,0,False
U-84065a,S-28a4b7,A-1e1b80,2024-04-18,2024-04-01,feature_16,11,5181,3,False
U-a386f1,S-c419d6,A-6e08f3,2024-09-11,2024-09-01,feature_2,12,4764,0,True
U-e821dd,S-a9b904,A-7641d3,2023-09-08,2023-09-01,feature_22,13,1859,0,False
U-cd3216,S-576519,A-cc98bc,2024-03-04,2024-03-01,feature_20,11,3102,1,False
U-56537f,S-a66766,A-9f9299,2024-09-06,2024-09-01,feature_7,6,2340,0,False
U-046e84,S-8b349c,A-32728c,2023-11-29,2023-11-01,feature_14,17,7344,0,False
U-ab8bf9,S-1f15a2,A-7f4db3,2023-10-04,2023-10-01,feature_33,10,4680,2,False
U-21d51c,S-fc155b,A-ccabf0,2024-10-30,2024-10-01,feature_11,7,105,0,False
U-9aa452,S-0bdbb3,A-00cac8,2024-10-04,2024-10-01,feature_26,9,1701,0,False
U-182bff,S-390955,A-98a59a,2024-07-21,2024-07-01,feature_21,11,6391,0,False
U-7c70ad,S-0e7e70,A-50f3f7,2024-07-10,2024-07-01,feature_10,5,160,0,False
U-a7c4e3,S-c1d6cf,A-dcc2f0,2024-10-19,2024-10-01,feature_34,9,3141,0,False
U-b1e602,S-c284ce,A-0f3e88,2024-05-02,2024-05-01,feature_19,10,3220,0,False
U-970573,S-718116,A-462d45,2024-09-20,2024-09-01,feature_7,10,860,0,False
U-ce56fb,S-772ef0,A-c7ffc2,2024-05-27,2024-05-01,feature_35,13,6071,3,True
U-d90a26,S-155934,A-4a4c2d,2024-04-21,2024-04-01,feature_11,9,1881,0,False
U-2d1a88,S-19b415,A-f446b6,2023-09-21,2023-09-01,feature_19,8,3344,1,False
U-0d352a,S-f5bef8,A-993085,2024-08-07,2024-08-01,feature_15,5,1895,0,False
U-99c120,S-f9469c,A-781cc0,2024-09-09,2024-09-01,feature_20,10,5880,0,False
U-6422e1,S-2664e1,A-2d4502,2024-10-31,2024-10-01,feature_4,12,2568,1,False
U-b5e4d8,S-26bc22,A-59f724,2024-11-08,2024-11-01,feature_11,9,2709,0,False
U-741019,S-9a0b2f,A-756192,2024-03-05,2024-03-01,feature_19,5,1280,1,False
U-1ae9dd,S-b6793d,A-6f50ae,2024-10-25,2024-10-01,feature_28,13,1625,2,True
U-d77111,S-9fa49b,A-1f7acb,2023-11-11,2023-11-01,feature_38,11,539,0,False
U-16200b,S-0c5771,A-798a3f,2024-09-14,2024-09-01,feature_35,13,1378,0,False
U-8008ab,S-8ebe58,A-cea1f0,2024-12-04,2024-12-01,feature_8,10,4330,0,False
U-24380e,S-93f835,A-5a215a,2024-11-18,2024-11-01,feature_30,13,6383,0,False
U-5a486c,S-6b6cd7,A-d792a6,2024-09-28,2024-09-01,feature_20,10,4240,0,False
U-dea5a1,S-24a63d,A-712533,2024-12-10,2024-12-01,feature_19,12,4560,0,False
U-7608c7,S-d914d8,A-ee42db,2024-01-12,2024-01-01,feature_33,8,1808,3,False
U-ba7d7c,S-1f2b1a,A-544d0a,2024-11-12,2024-11-01,feature_34,12,1920,0,False
U-ca84ef,S-ee4c5c,A-5b1bcd,2024-10-23,2024-10-01,feature_19,7,1610,0,False
U-a358b4,S-12e3ff,A-e43bf7,2023-11-03,2023-11-01,feature_18,7,1652,0,False
U-82eb89,S-72b4f2,A-4437e4,2024-12-10,2024-12-01,feature_36,12,6264,4,True
U-00861e,S-d3efa2,A-a1bbb6,2024-12-30,2024-12-01,feature_28,8,4464,0,False
U-d2fb29,S-3c4cae,A-ccb686,2024-12-18,2024-12-01,feature_10,8,4632,1,False
U-cd8429,S-c348d2,A-4a267b,2024-07-16,2024-07-01,feature_4,13,7709,0,False
U-d0ae96,S-79af01,A-4ae22a,2024-12-28,2024-12-01,feature_28,13,6123,1,False
U-5c3f6c,S-31e347,A-cb6cc6,2023-08-21,2023-08-01,feature_8,6,1476,2,False
U-60c4da,S-2c8143,A-9bfc9f,2024-08-23,2024-08-01,feature_27,7,175,2,False
U-891367,S-6cd38d,A-202b67,2024-10-23,2024-10-01,feature_35,10,680,2,False
U-1ba686,S-726749,A-43a9e3,2024-04-17,2024-04-01,feature_1,8,992,0,False
U-dabdc4,S-565c4b,A-7920cc,2024-08-09,2024-08-01,feature_1,9,4698,0,False
U-4c6a81,S-64bd69,A-ac9111,2023-10-14,2023-10-01,feature_30,8,2488,0,False
U-489666,S-863c87,A-e43bf7,2024-10-28,2024-10-01,feature_12,8,3864,1,False
U-f438ba,S-61efc1,A-05d3b3,2023-12-01,2023-12-01,feature_33,15,1950,1,False
U-d494bf,S-e715bb,A-6a4e2d,2024-08-30,2024-08-01,feature_6,13,6643,1,False
U-75dbb0,S-f30a79,A-ff3c73,2024-11-18,2024-11-01,feature_1,13,3406,3,True
U-cccb5a,S-13d6d1,A-ff79f2,2024-09-23,2024-09-01,feature_28,7,1771,0,False
U-7de30d,S-104ed3,A-855a48,2024-07-18,2024-07-01,feature_9,8,2240,0,False
U-8dc5b9,S-c693b6,A-d4ac0e,2024-10-20,2024-10-01,feature_19,12,624,0,True
U-a517c8,S-2ae5d8,A-c9bb3e,2024-09-06,2024-09-01,feature_36,12,5376,0,False
U-051132,S-e77144,A-49b828,2024-10-29,2024-10-01,feature_40,9,4716,2,False
U-8a9aa7,S-e77144,A-49b828,2023-11-17,2023-11-01,feature_39,11,3773,0,True
U-ebcc07,S-dcc1a5,A-029f69,2024-09-03,2024-09-01,feature_19,21,10143,0,False
U-c37946,S-15a058,A-9208f0,2024-03-21,2024-03-01,feature_10,6,3234,0,False
U-b134e4,S-5c2991,A-94c3cd,2024-12-08,2024-12-01,feature_4,14,5054,1,False
U-5e78ab,S-c545c8,A-c1e51e,2024-12-25,2024-12-01,feature_38,5,50,0,False
U-7e8ede,S-600e05,A-600734,2024-08-18,2024-08-01,feature_30,8,112,0,False
U-d344a0,S-c2eeba,A-65aeb5,2024-12-11,2024-12-01,feature_23,9,1575,0,False
U-69e186,S-2a53d5,A-5a184f,2024-06-30,2024-06-01,feature_35,4,880,3,False
U-1a8d0d,S-5163bd,A-7988d1,2024-12-10,2024-12-01,feature_21,8,3496,0,False
U-260166,S-74be40,A-a8d89d,2024-07-10,2024-07-01,feature_30,10,3880,0,False
U-8db4a8,S-37d427,A-eb2fdc,2024-08-19,2024-08-01,feature_32,12,6408,0,False
U-6237b3,S-ffce65,A-9ee962,2024-03-13,2024-03-01,feature_34,10,4350,0,False
U-9aea9c,S-008cab,A-202b67,2024-12-26,2024-12-01,feature_12,7,1771,0,False
U-f3bead,S-885aa7,A-7920cc,2024-09-17,2024-09-01,feature_7,14,2030,0,False
U-41193f,S-d1ef4d,A-3a5ad8,2024-10-26,2024-10-01,feature_32,13,2301,0,False
U-95a929,S-92f78a,A-6e08f3,2024-03-15,2024-03-01,feature_20,7,3850,0,False
U-f6d904,S-bfc2c2,A-7f8241,2024-10-19,2024-10-01,feature_11,8,3352,0,False
U-833803,S-775719,A-34d880,2024-09-06,2024-09-01,feature_15,9,5013,0,False
U-f62ea5,S-bc2633,A-ba6516,2024-12-19,2024-12-01,feature_22,11,5258,0,False
U-f93af9,S-8bc290,A-2d4502,2024-12-07,2024-12-01,feature_37,7,602,1,False
U-5b3e90,S-f7e37f,A-794a0b,2024-08-23,2024-08-01,feature_36,12,1680,0,False
U-7ce046,S-c80ac4,A-43a9e3,2024-03-13,2024-03-01,feature_8,3,252,0,False
U-bdf50f,S-d365af,A-4e44e8,2024-10-24,2024-10-01,feature_10,8,1280,0,False
U-0ba699,S-0463f5,A-7df7a7,2024-08-19,2024-08-01,feature_23,9,2970,1,False
U-89e246,S-6d6bde,A-068fc6,2024-11-25,2024-11-01,feature_36,12,1044,0,False
U-6e0c58,S-92d873,A-e83938,2024-08-06,2024-08-01,feature_3,5,2835,0,False
U-36d605,S-c58ed5,A-9289f6,2024-08-24,2024-08-01,feature_25,10,3660,1,False
U-d1eb05,S-da9f05,A-151c9a,2024-01-26,2024-01-01,feature_34,7,2751,0,False
U-accdb7,S-6def60,A-1e1b80,2024-06-13,2024-06-01,feature_30,10,5810,3,False
U-06de31,S-c99814,A-9289f6,2024-07-18,2024-07-01,feature_28,8,3720,1,False
U-141039,S-03ac49,A-35083d,2024-06-05,2024-06-01,feature_3,10,580,0,True
U-690215,S-82848e,A-bece89,2024-04-21,2024-04-01,feature_9,13,5642,0,False
U-146a5c,S-05624a,A-c37cab,2024-12-30,2024-12-01,feature_31,7,3787,0,True
U-13fee8,S-2b7664,A-cb6cc6,2023-12-26,2023-12-01,feature_23,6,1068,0,False
U-06afea,S-eef0cd,A-600734,2024-03-20,2024-03-01,feature_17,11,1287,0,False
U-586eff,S-12125f,A-e5d6ab,2024-07-31,2024-07-01,feature_37,10,2090,1,False
U-34fe9b,S-be05fd,A-32728c,2024-07-01,2024-07-01,feature_32,12,6672,0,False
U-0099f7,S-5cb8a6,A-9779ad,2024-08-30,2024-08-01,feature_7,9,3042,0,False
U-9d9226,S-343642,A-3cc791,2024-11-25,2024-11-01,feature_25,13,2873,0,False
U-f87c2d,S-aa78ed,A-6e08f3,2024-12-19,2024-12-01,feature_19,3,1059,0,False
U-d44f76,S-78ffdd,A-503d5a,2024-11-26,2024-11-01,feature_11,6,3378,2,False
U-784938,S-54a3ed,A-f446b6,2024-12-14,2024-12-01,feature_34,15,8730,0,False
U-ce8019,S-7e8bd4,A-ac14bb,2024-06-13,2024-06-01,feature_6,10,5140,0,False
U-89f4cb,S-e77d56,A-9289f6,2024-04-05,2024-04-01,feature_9,4,508,1,False
U-55e94a,S-58239c,A-87aa7b,2024-08-03,2024-08-01,feature_31,17,5117,0,False
U-5846b2,S-09c11e,A-19b2c8,2024-12-30,2024-12-01,feature_9,10,1980,0,False
U-d83164,S-3e24ed,A-e2cd1b,2024-02-22,2024-02-01,feature_39,8,1408,0,False
U-4cc303,S-7a55d9,A-7e0a10,2024-10-25,2024-10-01,feature_14,10,2300,0,False
U-d4afdb,S-535bd1,A-d792a6,2024-04-24,2024-04-01,feature_17,8,2128,2,False
U-567a5c,S-16cf6a,A-d792a6,2024-03-07,2024-03-01,feature_31,14,1540,0,True
U-e20922,S-6ba608,A-e7beab,2024-10-10,2024-10-01,feature_14,11,5544,0,False
U-ea01d2,S-d97fa8,A-508199,2024-02-24,2024-02-01,feature_36,14,8148,0,False
U-ce593b,S-0fc93f,A-5fe118,2024-12-19,2024-12-01,feature_35,13,2067,0,False
U-8fab7c,S-dbee03,A-49b828,2024-05-02,2024-05-01,feature_7,16,512,3,False
U-432d21,S-e7e4bd,A-1f0ac7,2024-06-05,2024-06-01,feature_33,7,3717,0,False
U-825ab1,S-dd8371,A-fa2041,2024-10-25,2024-10-01,feature_33,8,1104,1,False
U-f5cd9c,S-fa05d7,A-180abf,2024-11-17,2024-11-01,feature_22,6,2574,0,False
U-03b2c9,S-4a2fc6,A-10b8f2,2024-11-01,2024-11-01,feature_17,7,3633,0,False
U-48a4e7,S-c033fa,A-151c9a,2024-08-10,2024-08-01,feature_34,14,6734,0,False
U-0665d9,S-cd4d67,A-40de06,2024-11-07,2024-11-01,feature_1,13,1599,0,False
U-f02c57,S-e77144,A-49b828,2024-08-20,2024-08-01,feature_2,13,702,0,False
U-c5f3d1,S-d224a1,A-42b791,2024-11-22,2024-11-01,feature_6,5,165,0,False
U-d9ad5b,S-2661dc,A-c37cab,2024-09-07,2024-09-01,feature_13,15,2910,0,False
U-c84f2f,S-7fbc53,A-2edab2,2024-05-27,2024-05-01,feature_5,10,2260,0,False
U-c96cfa,S-55a520,A-726cfa,2024-03-06,2024-03-01,feature_31,12,4812,0,False
U-7286df,S-140d3a,A-ff3c73,2023-11-24,2023-11-01,feature_4,14,8134,0,True
U-7288b5,S-8fcce1,A-ccb686,2024-09-05,2024-09-01,feature_34,15,900,0,False
U-8d65d7,S-6bb2c5,A-84ebe4,2024-12-13,2024-12-01,feature_23,16,1680,0,False
U-5eaffe,S-195f9b,A-92a333,2024-11-02,2024-11-01,feature_10,11,5500,2,False
U-641d0b,S-18f80d,A-484819,2023-05-18,2023-05-01,feature_18,8,2632,0,False
U-62ffd4,S-e2c20a,A-3be56b,2024-05-18,2024-05-01,feature_27,9,4581,0,False
U-184153,S-ff79f7,A-726cfa,2024-08-21,2024-08-01,feature_10,14,2030,0,False
U-2427b8,S-d66d63,A-6c093d,2024-04-09,2024-04-01,feature_35,14,2226,0,False
U-0d442d,S-0206eb,A-883b7d,2024-11-02,2024-11-01,feature_9,6,1806,0,True
U-c810af,S-505db5,A-883b7d,2024-10-29,2024-10-01,feature_2,11,1243,0,False
U-423673,S-64bd69,A-ac9111,2024-04-14,2024-04-01,feature_28,10,1610,1,False
U-6673f8,S-0d497d,A-432483,2024-03-18,2024-03-01,feature_19,10,2480,0,False
U-aa9328,S-be86e3,A-3a5ad8,2024-07-01,2024-07-01,feature_36,10,2800,1,False
U-634620,S-162441,A-249769,2024-09-12,2024-09-01,feature_24,11,4730,0,True
U-128550,S-45c47e,A-d792a6,2024-12-19,2024-12-01,feature_12,16,3232,0,False
U-967624,S-1a5fa7,A-1f559b,2024-04-22,2024-04-01,feature_24,9,3744,0,False
U-82b926,S-da0fb6,A-d77f4c,2024-09-26,2024-09-01,feature_3,10,2610,1,False
U-36b969,S-08e560,A-de58ca,2023-10-06,2023-10-01,feature_37,14,6692,0,False
U-72fa2c,S-e63c67,A-1f7acb,2024-07-13,2024-07-01,feature_8,7,2170,2,False
U-0159d9,S-2ddf94,A-19b2c8,2024-07-29,2024-07-01,feature_29,11,6567,0,False
U-64f2b3,S-091a8d,A-098560,2024-09-19,2024-09-01,feature_13,4,2232,0,False
U-fc37ad,S-f9cb96,A-fd9422,2024-12-30,2024-12-01,feature_4,6,3174,4,False
U-faa8ac,S-a25d8b,A-40a557,2024-05-23,2024-05-01,feature_30,7,3430,2,False
U-d63880,S-98ac99,A-8ed5dd,2024-01-01,2024-01-01,feature_24,12,672,0,False
U-150e73,S-d7e65d,A-5a92e7,2024-11-23,2024-11-01,feature_39,12,4752,0,False
U-6f0f10,S-d2e82c,A-bcf87c,2024-11-29,2024-11-01,feature_21,12,144,0,False
U-f89626,S-fbee8e,A-8ed5dd,2024-08-06,2024-08-01,feature_36,8,2096,2,False
U-0ff831,S-b5b39a,A-1f0636,2024-10-24,2024-10-01,feature_25,13,3484,1,False
U-6d5d05,S-8dd1f6,A-098560,2024-09-06,2024-09-01,feature_31,3,564,2,False
U-dd3c69,S-b5035b,A-7c4956,2024-03-17,2024-03-01,feature_6,9,2475,2,False
U-ab91ab,S-c9a968,A-bad8c1,2024-12-24,2024-12-01,feature_27,13,6721,0,False
U-e2edae,S-5bc277,A-05d3b3,2024-10-17,2024-10-01,feature_21,9,2619,0,False
U-049daf,S-a8f236,A-855a48,2024-09-17,2024-09-01,feature_6,14,3878,0,False
U-d310ea,S-f8357e,A-f17767,2024-04-09,2024-04-01,feature_2,10,2530,0,False
U-8c694e,S-ab7022,A-7df7a7,2024-10-06,2024-10-01,feature_36,21,4221,1,False
U-e79f52,S-375190,A-d4ac0e,2024-09-23,2024-09-01,feature_39,8,1392,1,False
U-54486f,S-34f2f9,A-f19409,2024-12-27,2024-12-01,feature_9,9,1197,0,False
U-e72e9d,S-f5bef8,A-993085,2024-09-19,2024-09-01,feature_28,9,2862,2,False
U-5976e0,S-f9cb96,A-fd9422,2024-12-09,2024-12-01,feature_35,10,2050,0,False
U-ef1088,S-20952f,A-d82ef9,2024-11-06,2024-11-01,feature_14,9,3888,3,False
U-502608,S-531e3a,A-e5d6ab,2024-11-26,2024-11-01,feature_38,12,1464,4,True
U-ac1fe1,S-409beb,A-7988d1,2024-03-22,2024-03-01,feature_38,5,1355,1,True
U-7b5a31,S-2e1ceb,A-ccb686,2024-09-09,2024-09-01,feature_12,8,1224,2,False
U-3d0948,S-20f505,A-e1b9cd,2024-08-24,2024-08-01,feature_12,10,2920,0,False
U-e526c4,S-979365,A-bb2f49,2024-10-23,2024-10-01,feature_3,5,2645,3,False
U-4238df,S-583674,A-7c5768,2024-10-08,2024-10-01,feature_29,8,4224,0,False
U-b4f95c,S-d604ec,A-67be94,2024-10-31,2024-10-01,feature_9,12,6768,0,False
U-f1d7a0,S-60b7c7,A-02fac6,2024-07-14,2024-07-01,feature_1,14,5278,0,False
U-fa3c32,S-a24476,A-91e948,2024-02-02,2024-02-01,feature_25,5,2095,1,False
U-a0b258,S-6ee525,A-9badbd,2024-10-30,2024-10-01,feature_22,13,6669,0,False
U-803551,S-8da449,A-80eeb6,2024-02-19,2024-02-01,feature_27,10,2520,0,False
U-63c7cb,S-62f048,A-c45b23,2024-03-22,2024-03-01,feature_1,9,1224,0,False
